Lp.;Nr RSPO;woj;pow;gm;Województwo;Powiat;Gmina;Typ gminy;Miejscowość;Klasa wielk.;Typ;Nazwa typu;Złożoność;Nazwa szkoły, placówki;Patron;Ulica;Nr domu;Kod poczt.;Poczta;Telefon;Fax;WWW;Publiczność;Kateg. uczniów;Spec. szkoły;Związ. organiz.;Kod org. prowadz.;Nazwa organu prowadzącego;woj. org. prow.;pow. org. prow.;gmina org. prow.;typ gminy;Kod;Nazwa organu rejestrującego;woj. org. rejesr.;pow. org. rejestr;gmina org. rejestr.;Regon;Uczniowie, wychow., słuchacze;w tym dziewczęta;w tym w oddziałach przedszk.;w tym w oddziałach innego typu;Oddziały;Nauczyciele pełnozatrudnieni;Nauczyciele niepełnozatrudnieni (stos.pracy);Nauczyciele niepełnozatrudnieni (w etatach);e-mail;Nr RSPO jednostki sprawozdawczej;Regon jednostki sprawozdawczej;Lon;Lat
20988;120392;18;11;1;WOJ. PODKARPACKIE;Powiat mielecki;Mielec;M;Mielec;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa W Mielcu o Uprawnienich Szkoly Publicznej;;Jagiellończyka;13.lut;39-300;Mielec;172506664;;www.nspmielec.edu.pl;2;1;100;100;33;Agnieszka Jastrzębska;18;11;1;M;1;Gmina Mielec (miejska);18;11;1;1,81E+13;142;53;0;0;11;19;16;8,47;szczesliwedziecko2015@gmail.com;120392;1,81E+13;;
20990;5971;18;11;2;WOJ. PODKARPACKIE;Powiat mielecki;Borowa;Gm;Górki;3;3;Szkoła podstawowa;2;Niepubliczna Szkoła Podstawowa w Górkach;;Górki;29;39-306;Górki;883993213;;;2;1;100;100;22;"Góreckie Stow. Oświatowo-Kulturalne ""Pasjonat""";18;11;2;Gm;1;Gmina Borowa (wiejska);18;11;2;1,81E+13;82;38;20;0;10;0;0;0;nzsgorki@gmail.com;4304;1,81E+13;21.2677725;50.3585494
20991;5948;18;11;2;WOJ. PODKARPACKIE;Powiat mielecki;Borowa;Gm;Gliny Małe;3;3;Szkoła podstawowa;2;Społeczna Szkoła Podstawowa im.Tadeusza Kościuszki w Glinach Małych;Tadeusz Kościuszko;brak;99;39-305;Borowa;;;;2;1;100;100;22;"Stowarzyszenie ""Powiśle Gliny Małe""";18;11;2;Gm;1;Gmina Borowa (wiejska);18;11;2;1,81E+13;108;54;36;0;10;0;0;0;;4313;1,81E+13;;
21007;4290;18;11;5;WOJ. PODKARPACKIE;Powiat mielecki;Mielec;Gm;Złotniki;3;3;Szkoła podstawowa;1;Społeczna Szkola Podstawowa w Złotnikach;;;;39-300;Mielec;;;;2;1;100;100;22;Stowarzyszenie Rozwoju Regionalnego w Złotnikach;18;11;5;Gm;1;Gmina Mielec (wiejska);18;11;5;8,17E+13;66;33;0;0;8;8;12;3,24;;4290;8,17E+13;21.4117738;50.3156118
21026;84588;18;11;8;WOJ. PODKARPACKIE;Powiat mielecki;Radomyśl Wielki;M-Gm;Dulcza Mała;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Dulczy Małej;;Dulcza Mała;40;39-310;Radomyśl Wielki;146817421;;www.nspdulczamala.pl;2;1;100;100;22;"""NASZA GMINA""";18;11;8;M-Gm;1;Gmina Radomyśl Wielki (miejsko-wiejska);18;11;8;1,81E+13;80;26;0;0;12;20;8;3,47;spdulczam@interia.pl;84588;1,81E+13;21.22469824251644;50.2149457
21067;62107;18;12;5;WOJ. PODKARPACKIE;Powiat niżański;Nisko;M-Gm;Racławice;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Raclawicach;;Rudnicka;81;37-400;Nisko;158442762;;;2;1;100;100;22;Stowarzyszenie Na Rzecz Rozwoju Wsi Racławice;18;12;5;M-Gm;1;Gmina Nisko (miejsko-wiejska);18;12;5;1,81E+13;73;35;22;0;12;13;14;3,03;npsraclawice@interia.pl;62107;1,81E+13;22.1658265;50.5135404
21083;75651;18;13;1;WOJ. PODKARPACKIE;Powiat przemyski;Bircza;Gm;Kuźmina;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Kuźminie;im. Bohaterów 30 Sudeckiego Pułku Piechoty w Kuźminie;Kuźmina;43A;37-740;Bircza;531819329;;;2;1;100;100;22;Stowarzyszenie Gospodyń Wiejskich w Kuźminie;18;13;1;Gm;1;Gmina Bircza (wiejska);18;13;1;1,81E+13;31;14;8;0;8;4;11;1,66;nspkuzmina@gmail.com;75651;1,81E+13;22.427763034722222;49.6142482
21084;616228;18;13;1;WOJ. PODKARPACKIE;Powiat przemyski;Bircza;Gm;Żohatyn;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Żohatynie;;brak;46;37-751;Żohatyn;166725449;;www.nspzohatyn.edupage.org;2;1;100;100;22;"""Wspólne Dobro""";18;13;1;Gm;1;Gmina Bircza (wiejska);18;13;1;1,81E+13;41;17;8;0;8;4;9;3,76;nspzohatyn@poczta.onet.pl;616228;1,81E+13;;
21107;3692;18;13;5;WOJ. PODKARPACKIE;Powiat przemyski;Krzywcza;Gm;Ruszelczyce;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Ruszelczycach;;;b.n.;37-755;Krzywcza;166711487;;;2;1;100;100;22;Jestesmy Razem w Ruszelczycach;18;13;5;Gm;1;Gmina Krzywcza (wiejska);18;13;5;1,81E+13;59;22;11;0;8;5;14;5,69;spruszelczyce@op.pl;3692;1,81E+13;22.51775;49.81229
21128;18382;18;13;8;WOJ. PODKARPACKIE;Powiat przemyski;Przemyśl;Gm;Witoszyńce;3;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa ""Nasza Szkoła""";nie ma;Witoszyńce;16a;37-733;Pikulice;166719047;;;2;1;100;100;22;"Stowarzyszenie ""Nasza Szkoła""";18;13;8;Gm;1;Gmina Przemyśl (wiejska);18;13;8;1,81E+13;15;2;4;0;3;2;2;0,67;;18382;1,81E+13;22.73158375;49.72631175
21131;128576;18;13;9;WOJ. PODKARPACKIE;Powiat przemyski;Stubno;Gm;Stubienko;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Stubienku;;;25;37-723;Stubno;783048783;;www.nspstubienko.edupage.org;2;1;100;100;33;Kornelia Szejnar;18;13;7;Gm;1;Gmina Stubno (wiejska);18;13;9;3,62E+13;31;15;0;0;4;5;7;1,04;edukacja.szkolapodstawowa@gmail.com;128576;3,62E+13;22.92209899944291;49.9057804
21185;262781;18;14;9;WOJ. PODKARPACKIE;Powiat przeworski;Zarzecze;Gm;Zarzecze;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Mistrzostwa Sportowego w Zarzeczu;;Zarzecze;1;37-205;Zarzecze;;;;2;1;100;100;22;Podkarpacka Organizacja Promocji Sportu;18;63;1;M;3;Powiat przeworski (ziemski);18;14;;3,68E+13;27;17;0;15;3;4;0;0;zsms_zarzecze@poczta.pl;262781;3,68E+13;22.541829528185247;49.984993599999996
21256;263178;18;16;3;WOJ. PODKARPACKIE;Powiat rzeszowski;Boguchwała;M-Gm;Boguchwała;2;3;Szkoła podstawowa;1;Szkoła Podstawowa Montessori z Oddziałami Dwujęzycznymi w Boguchwale;;Suszyckich;9;36-040;Boguchwała;178714421;178711606;sp.montessori.boguchwala.pl;2;1;100;100;22;Towarzystwo Przyjaciół Liceum Ogólnokształcącego w;18;16;3;M-Gm;1;Gmina Boguchwała (miejsko-wiejska);18;16;3;3,68E+13;95;56;0;38;6;4;29;9,36;spm.boguchwala@gmail.com;263178;3,68E+13;21.942904189628145;49.982845499999996
21296;5487;18;16;10;WOJ. PODKARPACKIE;Powiat rzeszowski;Lubenia;Gm;Sołonka;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Sołonce;;;23;36-042;Lubenia;178710046;;https/solanka.itl.pl/szkola;2;1;100;100;22;"Stowarzyszenie Rozwoju Wsi Sołonka ""SOLANKA""";18;16;10;Gm;1;Gmina Lubenia (wiejska);18;16;10;1,81E+13;43;21;0;0;7;1;15;5,25;nspsolonkag@mail.com;5487;1,81E+13;21.9417843;49.9002376
21317;262932;18;16;12;WOJ. PODKARPACKIE;Powiat rzeszowski;Świlcza;Gm;Błędowa Zgłobieńska;3;3;Szkoła podstawowa;1;NIEPUBLICZNA SZKOŁA PODSTAWOWA W BŁĘDOWEJ ZGŁOBIEŃSKIEJ;;;;36-071;TRZCIANA;;;;2;1;100;100;22;STOWARZYSZENIE NA RZECZ ROZWOJU BŁĘDOWEJ ZGŁOBIEŃSKIEJ;18;16;12;Gm;1;Gmina Świlcza (wiejska);18;16;12;3,68E+13;45;24;0;0;8;6;9;3,97;;262932;3,68E+13;21.8342012;50.0385691
21318;114701;18;16;12;WOJ. PODKARPACKIE;Powiat rzeszowski;Świlcza;Gm;Bratkowice;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Bratkowicach;brak;brak;150;36-055;Bratkowice;178551004;178551004;www.nspbratkowice.pl;2;1;100;100;22;"Stowarzyszenie Przyjaciół Szkoły ""Nasza Trójka""";18;16;12;Gm;1;Gmina Świlcza (wiejska);18;16;12;1,81E+13;69;30;0;0;8;9;12;4,39;sp3bratkowice@o2.pl;114701;1,81E+13;;
21367;8951;18;17;5;WOJ. PODKARPACKIE;Powiat sanocki;Sanok;Gm;Lalin;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Lalinie;;;82;36-207;Grabownica;;;;2;1;100;100;22;Stowarzyszenie Na Rzecz Rozwoju Wsi Lalin;18;17;5;Gm;1;Gmina Sanok (wiejska);18;17;5;1,81E+13;12;4;4;0;3;2;2;0,4;;8951;1,81E+13;22.119251678910324;49.64062155
21376;4063;18;17;7;WOJ. PODKARPACKIE;Powiat sanocki;Zagórz;M-Gm;Mokre;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Mokrem;brak;brak;32;38-542;Rzepedź;134629075;134629075;brak;2;1;100;100;22;Baladhora;18;17;7;M-Gm;1;Gmina Zagórz (miejsko-wiejska);18;17;7;1,81E+13;55;28;17;0;7;4;13;6,26;nspmokre@onet.pl;4063;1,81E+13;;
21396;18555;18;18;1;WOJ. PODKARPACKIE;Powiat stalowowolski;Stalowa Wola;M;Stalowa Wola;2;3;Szkoła podstawowa;1;Społeczna Szkoła Podstawowa nr 1 im. Armii Krajowej;Armia Krajowa;ks. J. Skoczyńskiego;1;37-450;Stalowa Wola;158424959;158424924;www.spoleczna-stalowa.pl;2;1;100;100;22;Stalowowolskie Społeczne Towarzystwo Oświatowe;18;18;1;M;1;Gmina Stalowa Wola (miejska);18;18;1;1,81E+13;149;70;9;18;11;21;10;4,12;sgssp@op.pl;18555;1,81E+13;;
21498;57592;18;21;1;WOJ. PODKARPACKIE;Powiat leski;Baligród;Gm;Mchawa;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa;bł.Edmund Bojanowski;MCHAWA;37;38-606;Baligród;134684029;134684029;www.nspmchawa.edupage.org;2;1;100;100;22;"STOWARZYSZENIE ,,NASZA SZKOŁA""";18;21;1;Gm;1;Gmina Baligród (wiejska);18;21;1;1,81E+13;94;43;17;0;9;10;8;3,05;szkola.mchawa@vp.pl;57592;1,81E+13;;
21499;5389;18;21;1;WOJ. PODKARPACKIE;Powiat leski;Baligród;Gm;Nowosiółki;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Nowosiółkach;;;;38-604;Hoczew;134694228;134694228;;2;1;100;100;22;Nasze Dzieci;18;21;1;Gm;1;Gmina Baligród (wiejska);18;21;1;1,81E+13;33;14;17;0;3;4;1;0,17;nspnowo@wp.pl;5389;1,81E+13;22.288235;49.4024849
21527;133456;18;61;1;WOJ. PODKARPACKIE;Powiat m. Krosno;M. Krosno;M;Krosno;2;3;Szkoła podstawowa;1;Katolicka Szkoła Podstawowa Księży Michalitów;Ks. Bronisław Markiewicz;Grodzka;6;38-400;Krosno;134368346;;katolik-krosno.pl;2;1;100;100;28;Zgromadzenie Św. Michała Archanioła;18;61;1;M;1;Gmina M. Krosno (miejska);18;61;1;3,67E+13;112;58;0;31;7;3;33;13,99;kspkrosno@onet.pl;133456;3,67E+13;21.76676337250212;49.6910288
21540;123028;18;62;1;WOJ. PODKARPACKIE;Powiat m. Przemyśl;M. Przemyśl;M;Przemyśl;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa im. Isaac'a Newtona w Przemyślu;Isaac Newton;Piotra Skargi;07.sty;37-700;Przemyśl;166705420;;www.szkolapodstawowa.edu.pl;2;1;100;100;33;Halina Sokolik-Nieradka;18;62;1;M;1;Gmina M. Przemyśl (miejska);18;62;1;1,81E+13;85;39;0;0;6;4;22;6,94;poczta@szkolapodstawowa.edu.pl;123028;1,81E+13;;
21541;262319;18;62;1;WOJ. PODKARPACKIE;Powiat m. Przemyśl;M. Przemyśl;M;Przemyśl;2;3;Szkoła podstawowa;2;Niepubliczna Szkoła Podstawowa im. Matki Antoniny Mirskiej;Matka Antonina Mirska;Krasińskiego;33;37-700;Przemyśl;166707255;166707255;www.mos.zsob.pl;2;1;1;9;28;Zgromadzenie Sióstr Opatrzności Bożej;14;5;4;M-Gm;2;Powiat m. Przemyśl (grodzki);18;62;;3,68E+13;37;37;0;15;3;0;0;0;kontakt@zsob.pl;17022;1,81E+13;22.770962183272054;49.78885115
21542;9958;18;62;1;WOJ. PODKARPACKIE;Powiat m. Przemyśl;M. Przemyśl;M;Przemyśl;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Nr 1 im. Heleny Modrzejewskiej;;Plac Tadeusza Czackiego;2;37-700;Przemyśl;166760076;166751289;;2;1;100;100;33;Wiesława Januszczyk;18;62;1;M;1;Gmina M. Przemyśl (miejska);18;62;1;1,81E+13;71;33;0;0;8;1;22;8,62;bazacentrum@onet.eu;9958;1,81E+13;22.7714955;49.7807259
21543;129993;18;62;1;WOJ. PODKARPACKIE;Powiat m. Przemyśl;M. Przemyśl;M;Przemyśl;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa nr 2 Kamon w Przemyślu;;3-go Maja;38;37-700;Przemyśl;790299818;;www.szkolapodstawowanr2.edu.pl;2;1;100;100;33;Krzysztof Kassan;18;62;1;M;1;Gmina M. Przemyśl (miejska);18;62;1;3,63E+13;18;8;0;0;2;1;7;1,68;szkolakamon@gmail.com;129993;3,63E+13;;
21544;262563;18;62;1;WOJ. PODKARPACKIE;Powiat m. Przemyśl;M. Przemyśl;M;Przemyśl;2;3;Szkoła podstawowa;2;Salezjańska Niepubliczna Szkoła Podstawowa im. bł. ks. Augusta Czartoryskiego w Przemyślu;Bł. Ks. August Czartoryski;Św. Jana Nepomucena;3;37-700;Przemyśl;166703265;166703265;www.zssalez.pl;2;1;100;100;28;Towarzystwo Salezjańskie Inspektoria Krakowska;12;61;1;M;1;Gmina M. Przemyśl (miejska);18;62;1;3,68E+13;190;100;0;59;7;0;0;0;zssalez@gmail.com;120983;1,81E+13;;
21545;262313;18;62;1;WOJ. PODKARPACKIE;Powiat m. Przemyśl;M. Przemyśl;M;Przemyśl;2;3;Szkoła podstawowa;1;Szkoła Podstawowa z Oddziałami Gimnazjalnymi Stowarzyszenia Absolwentów I LO w Przemyślu;;Juliusza Słowackiego;21;37-700;Przemyśl;166782296;166782296;www.gim24.edu.pl;2;1;100;100;22;Stowarzyszenie Absolwentów I LO w Przemyślu;18;62;1;M;1;Gmina M. Przemyśl (miejska);18;62;1;3,68E+13;160;91;0;70;7;5;38;13,08;gimnazjum@poczta.onet.eu;262313;3,68E+13;22.777194536681336;49.78062195
21584;263356;18;63;1;WOJ. PODKARPACKIE;Powiat m. Rzeszów;M. Rzeszów;M;Rzeszów;2;3;Szkoła podstawowa;1;Blue Szkoła Podstawowa dla Dorosłych;;Grottgera;10;35-068;Rzeszów;794422707;;;2;2;100;100;31;BLUE Education Sp.z.o.o;18;63;1;M;1;Gmina M. Rzeszów (miejska);18;63;1;3,68E+13;30;14;0;30;2;1;0;0;;263356;3,68E+13;22.004144;50.0418326
21585;128766;18;63;1;WOJ. PODKARPACKIE;Powiat m. Rzeszów;M. Rzeszów;M;Rzeszów;2;3;Szkoła podstawowa;1;Niepubliczna Specjalna Szkoła Podstawowa SOLIS RADIUS;;Goździkowa;11;35-604;Rzeszów;572381791;;www.solisradius.pl;2;1;1;100;22;Stowarzyszenie SOLIS RADIUS w Rzeszowie;18;63;1;M;2;Powiat m. Rzeszów (grodzki);18;63;;3,62E+13;16;1;0;0;4;12;6;2,26;szkola@solisradius.pl;128766;3,62E+13;22.024599366540208;50.002027600000005
21586;262560;18;63;1;WOJ. PODKARPACKIE;Powiat m. Rzeszów;M. Rzeszów;M;Rzeszów;2;3;Szkoła podstawowa;1;"Niepubliczna Szkoła Podstawowa ""Kraina Uśmiechu"" w Rzeszowie";;Klonowa;10A;35-205;Rzeszów;509904988;;www.nspku.edu.pl;2;1;100;100;31;Kraina Edukacji Sp.z o.o.;18;63;1;M;1;Gmina M. Rzeszów (miejska);18;63;1;3,68E+13;165;50;0;0;14;22;12;3,92;holo_zby@interia.pl;262560;3,68E+13;21.997238196009114;50.04912055
21587;127932;18;63;1;WOJ. PODKARPACKIE;Powiat m. Rzeszów;M. Rzeszów;M;Rzeszów;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa Montessori w Rzeszowie;;Konfederatów Barskich;40 B;35-321;Rzeszów;177776070;178627487;www.montessori-rzeszow.pl;2;1;100;100;33;Agnieszka Krzywdzik i Jadwiga Krzywdzik;18;63;1;M;1;Gmina M. Rzeszów (miejska);18;63;1;3,62E+13;90;47;0;0;11;10;7;2,25;montessori.rz@gmail.com;127932;3,62E+13;22.029819;50.0449576
21588;106099;18;63;1;WOJ. PODKARPACKIE;Powiat m. Rzeszów;M. Rzeszów;M;Rzeszów;2;3;Szkoła podstawowa;1;Społeczna Szkoła Podstawowa Nr 1 im. ks. Jana Twardowskiego w Rzeszowie;ks. Jan Twardowski;Bohaterów;26;35-112;Rzeszów;178564768;178564768;www.spoleczna.rzeszow.pl;2;1;100;100;22;Stowarzyszenie Przyjaciół Zespołu Szkół Społecznyc;18;63;1;M;1;Gmina M. Rzeszów (miejska);18;63;1;1,81E+13;104;38;4;8;11;18;14;5,76;zss1@op.pl;106099;1,81E+13;21.97825755023606;50.0341093
21589;113958;18;63;1;WOJ. PODKARPACKIE;Powiat m. Rzeszów;M. Rzeszów;M;Rzeszów;2;3;Szkoła podstawowa;2;SPOŁECZNA SZKOŁA PODSTAWOWA NR 2 im. sw. Franciszka z Asyżu;sw. Franciszek z Asyżu;WYSPIANSKIEGO;16A;35-111;RZESZÓW;178544188;178544255;www.spoleczna2.pl;2;1;100;100;22;STOWARZYSZENIE POMOCY SZKOLE SPOŁECZNEJ W RZESZOWIE;18;63;1;M;1;Gmina M. Rzeszów (miejska);18;63;1;1,81E+13;72;25;0;7;9;0;0;0;spoleczna2@wp.pl;111814;1,81E+13;21.986413;50.0392357
21590;122930;18;63;1;WOJ. PODKARPACKIE;Powiat m. Rzeszów;M. Rzeszów;M;Rzeszów;2;3;Szkoła podstawowa;1;Szkoła Podstawowa Mistrzostwa Sportowego RESOVIA;;Wyspiańskiego;16A;35-111;Rzeszów;178612667;178612667;www.smsrzeszow.pl;2;1;100;100;22;Stowarzyszenie SMS RESOVIA w Rzeszowie;18;63;1;M;2;Powiat m. Rzeszów (grodzki);18;63;;1,81E+13;159;22;0;28;6;0;53;17,36;info@smsrzeszow.pl;122930;1,81E+13;21.986413;50.0392357
21591;264188;18;63;1;WOJ. PODKARPACKIE;Powiat m. Rzeszów;M. Rzeszów;M;Rzeszów;2;3;Szkoła podstawowa;1;Szkoła Podstawowa Mistrzostwa Sportowego w Rzeszowie;;Miłocińska;40;35-232;RZESZÓW;606892055;;;2;1;100;100;22;Uczniowski Klub Sportowy SMS Rzeszów;18;63;1;M;2;Powiat m. Rzeszów (grodzki);18;63;;3,68E+13;45;0;0;0;3;3;11;3,05;biuro@smsrzeszow.com.pl;264188;3,68E+13;21.971692492253325;50.06583365
21592;263204;18;63;1;WOJ. PODKARPACKIE;Powiat m. Rzeszów;M. Rzeszów;M;Rzeszów;2;3;Szkoła podstawowa;1;Szkoła Podstawowa Montessori im. Pilota Pirxa;;Strażacka;54 F/1;35-312;Rzeszów;177101773;;montessorirzeszow.pl;2;1;100;100;32;Fundacja Curiositas;18;63;1;M;1;Gmina M. Rzeszów (miejska);18;63;1;3,68E+13;17;14;13;0;4;7;0;0;info@szkolamontessori.rzeszow.pl;263204;3,68E+13;;
21593;18131;18;63;1;WOJ. PODKARPACKIE;Powiat m. Rzeszów;M. Rzeszów;M;Rzeszów;2;3;Szkoła podstawowa;1;Szkoła Podstawowa z oddziałami dwujęzycznymi Promar;;Bohaterów;12;35-112;Rzeszów;178601515;;www.promar.edu.pl;2;1;100;100;33;Szkoła Podstawowa z oddziałami dwujęzycznymi Promar;18;63;1;M;1;Gmina M. Rzeszów (miejska);18;63;1;1,81E+13;58;37;0;0;6;5;14;5,17;joanna@promar.edu.pl;18131;1,81E+13;21.9809953;50.0372435
21605;78067;18;64;1;WOJ. PODKARPACKIE;Powiat m. Tarnobrzeg;M. Tarnobrzeg;M;Tarnobrzeg;2;3;Szkoła podstawowa;2;Społeczna Szkoła Podstawowa z Oddziałami Dwujęzycznymi;Mały Książe;Kochanowskiego;3;39-400;Tarnobrzeg;158234175;;www.szkola.tbg.net.pl;2;1;100;100;22;Społeczne Towarzystwo Oświatowo-Naukowe im. Małego Księcia;18;64;1;M;1;Gmina M. Tarnobrzeg (miejska);18;64;1;1,81E+13;316;153;28;29;22;0;0;0;szkolad@op.pl;13523;1,81E+13;21.66716179743848;50.56933205
21611;133816;20;1;1;WOJ. PODLASKIE;Powiat augustowski;Augustów;M;Augustów;2;3;Szkoła podstawowa;1;Niepubliczna Dwujęzyczna Szkoła Podstawowa Let's Talk w Augustowie;;3 Maja;17;16-300;Augustów;693424585;;www.lets-talk.pl;2;1;100;100;33;Agnieszka Kunicka, Krzysztof Kunicki;20;1;1;M;1;Gmina Augustów (miejska);20;1;1;3,68E+13;9;4;0;0;1;2;0;0;info@lets-talk.pl;133816;3,68E+13;22.982426568576848;53.843426949999994
21612;104270;20;1;1;WOJ. PODLASKIE;Powiat augustowski;Augustów;M;Augustów;2;3;Szkoła podstawowa;1;Społeczna Szkoła Podstawowa Społecznego Towarzystwa Oświatowego w Augustowie;;Zarzecze;17 A;16-300;Augustów;876432729;;www.spoleczna.com;2;1;100;100;22;Samodzielne Koło Terenowe nr 14 Społecznego Towarz;20;1;1;M;1;Gmina Augustów (miejska);20;1;1;2,01E+13;153;83;10;13;11;16;12;6,84;zss_augustow@post.pl;104270;2,01E+13;22.9938889;53.8472222
21613;263681;20;1;1;WOJ. PODLASKIE;Powiat augustowski;Augustów;M;Augustów;2;3;Szkoła podstawowa;2;Szkoła Podstawowa nr 10 Specjalna w Augustowie;;Kilińskiego;3;16-300;Augustów;882813677;876211251;;2;1;1;10;33;Wiesław Stanisław Wielgat;20;1;1;M;3;Powiat augustowski (ziemski);20;1;;3,68E+13;23;23;0;8;11;0;0;0;mow4augustow@onet.pl;131131;3,65E+13;22.98229;53.844
21614;128764;20;1;1;WOJ. PODLASKIE;Powiat augustowski;Augustów;M;Augustów;2;3;Szkoła podstawowa;2;Szkoła Podstawowa nr 9 Specjalna w Augustowie;;Wojska Polskiego;53a;16-300;Augustów;876430222;876430222;;2;1;1;10;32;Fundacja Cordis;20;1;2;Gm;3;Powiat augustowski (ziemski);20;1;;3,62E+13;11;11;0;5;5;0;0;0;cordismow3@wp.pl;128713;3,62E+13;22.971752270671477;53.8362209
21615;263690;20;1;1;WOJ. PODLASKIE;Powiat augustowski;Augustów;M;Augustów;2;3;Szkoła podstawowa;2;SZKOŁA PODSTAWOWA SPECJALNA W AUGUSTOWIE;;JEZIORNA;31;16-300;AUGUSTÓW;876430921;876430921;www.mowaugustow.pl;2;1;1;10;32;FUNDACJA CORDIS;20;1;2;Gm;3;Powiat augustowski (ziemski);20;1;;3,68E+13;14;0;0;8;3;0;0;0;mowaugustow@wp.pl;103411;2,01E+13;23.03051;53.85594
21650;62077;20;2;4;WOJ. PODLASKIE;Powiat białostocki;Gródek;Gm;Załuki;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Załukach;;;5;16-040;Gródek;857184402;857184402;;2;1;100;100;22;Załuki nad Supraślą;20;2;4;Gm;1;Gmina Gródek (wiejska);20;2;4;2,00E+13;46;25;0;0;7;6;12;4,1;spzaluki@poczta.onet.pl;62077;2,00E+13;23.54947;53.15603
21660;18721;20;2;6;WOJ. PODLASKIE;Powiat białostocki;Łapy;M-Gm;Łapy;2;3;Szkoła podstawowa;1;Katolicka Szkoła Podstawowa;Kardynał Stefana Wyszyńskiego;Matejki;10;18-100;Łapy;858142322;;;2;1;100;100;28;Parafia Rzymskokatolicka pw.;20;2;6;M-Gm;1;Gmina Łapy (miejsko-wiejska);20;2;6;2,01E+13;249;108;93;0;13;13;17;8,78;szkola@parafialapy.pl;18721;2,01E+13;22.871316855400295;52.990175300000004
21670;58978;20;2;11;WOJ. PODLASKIE;Powiat białostocki;Turośń Kościelna;Gm;Niewodnica Kościelna;3;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa w Niewodnicy Kościelnej;;Kościelna;10;18-106;Turośń Kościelna;856504575;856504575;www.nsp-niewodnica.pl;2;1;100;100;33;Marek Danilewicz;20;2;11;Gm;1;Gmina Turośń Kościelna (wiejska);20;2;11;2,01E+13;172;87;74;0;12;17;14;4,18;marekdanilewicz@poczta.onet.pl;58978;2,01E+13;23.049107399628323;53.0885729
21678;130333;20;2;13;WOJ. PODLASKIE;Powiat białostocki;Wasilków;M-Gm;Wasilków;2;3;Szkoła podstawowa;1;"Prywatna Szkoła Podstawowa ""Tekakwita"" w Wasilkowie";;Białostocka;1A;16-010;Wasilków;;;;2;1;100;100;29;Cecylia Chorabik Katarzyna Tymińska;20;2;13;M-Gm;1;Gmina Wasilków (miejsko-wiejska);20;2;13;3,64E+13;17;11;0;0;3;0;7;2,34;tekakwita.dyrektor@gmail.com;130333;3,64E+13;23.20441748108652;53.1982942
21679;196377;20;2;13;WOJ. PODLASKIE;Powiat białostocki;Wasilków;M-Gm;Wasilków;2;3;Szkoła podstawowa;1;Szkoła Podstawowa SYRIUSZ w Wasilkowie;;Supraślska;21;16-010;Wasilków;570417414;;www.szkolysyriusz.pl;2;1;100;100;32;"Fundacja ""SYRIUSZ""";20;61;1;M;1;Gmina Wasilków (miejsko-wiejska);20;2;13;3,68E+13;26;7;0;14;3;1;12;1,51;szkoly@fundacjasyriusz.pl;196377;3,68E+13;23.28896;53.23613
21691;125245;20;3;1;WOJ. PODLASKIE;Powiat bielski;Bielsk Podlaski;M;Bielsk Podlaski;2;3;Szkoła podstawowa;1;Niepubliczna Szkoła Podstawowa nr1 Św. abp Łukasza Wojna-Jasienieckiego w Bielsku Podlaskim;Św. Abp Łukasz Wojno-Jasieniecki;REJTANA;24;17-100;Bielsk Podlaski;856554627;;;2;1;100;100;22;Fundacja Domów Kultury Prawosławnej w Bielsku Podl;20;3;1;M;1;Gmina Bielsk Podlaski (miejska);20;3;1;2,01E+13;9;0;0;0;2;1;11;1,33;niepubliczna.sp1@op.pl;125245;2,01E+13;23.191557435230116;52.778734799999995
